Total classes 47.
Number of train samples : 6931
Total classes 47.
Number of val samples : 1733
=> creating model 'SpixelNet1l_bn'
=> setting adam solver
=> will save everything to /vulcanscratch/cmparam9/gh/dispTask/checkpoints/SceneFlow/SpixelNet1l_bn_adam_3000000epochs_epochSize6000_b8_lr5e-05_posW0.003_
/cfarhomes/cmparam9/.local/lib/python3.6/site-packages/torch/utils/data/dataloader.py:481: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
train Epoch: [0][0/866]	 Time 7.679 (7.679)	 Data 4.385 (4.385)	 Total_loss 152.295 (152.295)	 Loss_sem 3.275 (3.275)	 Loss_pos 149.020 (149.020)	
train Epoch: [21][380/866]	 Time 0.505 (0.979)	 Data 0.225 (0.666)	 Total_loss 11.082 (9.246)	 Loss_sem 0.615 (0.597)	 Loss_pos 10.467 (8.648)	
train Epoch: [21][390/866]	 Time 0.978 (0.980)	 Data 0.659 (0.668)	 Total_loss 8.766 (9.225)	 Loss_sem 0.625 (0.597)	 Loss_pos 8.141 (8.628)	
train Epoch: [21][400/866]	 Time 0.980 (0.979)	 Data 0.671 (0.667)	 Total_loss 4.618 (9.213)	 Loss_sem 0.544 (0.597)	 Loss_pos 4.074 (8.616)	
train Epoch: [21][410/866]	 Time 1.025 (0.979)	 Data 0.720 (0.667)	 Total_loss 14.875 (9.291)	 Loss_sem 0.621 (0.597)	 Loss_pos 14.254 (8.694)	
train Epoch: [21][420/866]	 Time 1.098 (0.979)	 Data 0.817 (0.667)	 Total_loss 5.439 (9.245)	 Loss_sem 0.554 (0.596)	 Loss_pos 4.885 (8.649)	
train Epoch: [21][430/866]	 Time 0.888 (0.978)	 Data 0.584 (0.667)	 Total_loss 11.343 (9.262)	 Loss_sem 0.602 (0.596)	 Loss_pos 10.741 (8.666)	
train Epoch: [21][440/866]	 Time 0.966 (0.979)	 Data 0.609 (0.667)	 Total_loss 5.031 (9.296)	 Loss_sem 0.570 (0.597)	 Loss_pos 4.461 (8.699)	
train Epoch: [21][450/866]	 Time 1.005 (0.978)	 Data 0.675 (0.666)	 Total_loss 8.980 (9.321)	 Loss_sem 0.637 (0.597)	 Loss_pos 8.344 (8.724)	
train Epoch: [21][460/866]	 Time 1.072 (0.978)	 Data 0.758 (0.666)	 Total_loss 6.319 (9.307)	 Loss_sem 0.591 (0.597)	 Loss_pos 5.728 (8.710)	
train Epoch: [21][470/866]	 Time 0.968 (0.977)	 Data 0.684 (0.665)	 Total_loss 6.860 (9.293)	 Loss_sem 0.612 (0.597)	 Loss_pos 6.248 (8.696)	
train Epoch: [21][480/866]	 Time 0.800 (0.976)	 Data 0.444 (0.665)	 Total_loss 3.881 (9.261)	 Loss_sem 0.554 (0.597)	 Loss_pos 3.327 (8.664)	
train Epoch: [21][490/866]	 Time 0.587 (0.975)	 Data 0.294 (0.663)	 Total_loss 11.722 (9.245)	 Loss_sem 0.590 (0.596)	 Loss_pos 11.132 (8.649)	
train Epoch: [21][500/866]	 Time 1.066 (0.975)	 Data 0.778 (0.663)	 Total_loss 6.948 (9.220)	 Loss_sem 0.554 (0.596)	 Loss_pos 6.394 (8.624)	
train Epoch: [21][510/866]	 Time 0.867 (0.974)	 Data 0.555 (0.663)	 Total_loss 8.902 (9.233)	 Loss_sem 0.601 (0.596)	 Loss_pos 8.301 (8.637)	
train Epoch: [21][520/866]	 Time 1.325 (0.975)	 Data 1.009 (0.663)	 Total_loss 11.808 (9.229)	 Loss_sem 0.580 (0.596)	 Loss_pos 11.228 (8.634)	
train Epoch: [21][530/866]	 Time 1.241 (0.975)	 Data 0.919 (0.662)	 Total_loss 23.542 (9.268)	 Loss_sem 0.591 (0.596)	 Loss_pos 22.951 (8.672)	
train Epoch: [21][540/866]	 Time 0.949 (0.974)	 Data 0.670 (0.662)	 Total_loss 6.565 (9.249)	 Loss_sem 0.578 (0.596)	 Loss_pos 5.987 (8.653)	
train Epoch: [21][550/866]	 Time 0.969 (0.974)	 Data 0.683 (0.662)	 Total_loss 13.189 (9.274)	 Loss_sem 0.584 (0.596)	 Loss_pos 12.605 (8.678)	
train Epoch: [21][560/866]	 Time 1.148 (0.974)	 Data 0.856 (0.662)	 Total_loss 28.961 (9.298)	 Loss_sem 0.583 (0.596)	 Loss_pos 28.378 (8.702)	
train Epoch: [21][570/866]	 Time 1.166 (0.974)	 Data 0.799 (0.662)	 Total_loss 14.354 (9.301)	 Loss_sem 0.635 (0.596)	 Loss_pos 13.720 (8.705)	
train Epoch: [21][580/866]	 Time 1.020 (0.974)	 Data 0.742 (0.662)	 Total_loss 13.657 (9.279)	 Loss_sem 0.669 (0.596)	 Loss_pos 12.989 (8.683)	
train Epoch: [21][590/866]	 Time 1.027 (0.974)	 Data 0.700 (0.662)	 Total_loss 5.893 (9.270)	 Loss_sem 0.586 (0.595)	 Loss_pos 5.307 (8.674)	
train Epoch: [21][600/866]	 Time 1.082 (0.974)	 Data 0.774 (0.662)	 Total_loss 17.156 (9.299)	 Loss_sem 0.526 (0.596)	 Loss_pos 16.629 (8.704)	
train Epoch: [21][610/866]	 Time 0.833 (0.974)	 Data 0.523 (0.662)	 Total_loss 10.009 (9.291)	 Loss_sem 0.537 (0.595)	 Loss_pos 9.471 (8.696)	
train Epoch: [21][620/866]	 Time 1.025 (0.975)	 Data 0.742 (0.663)	 Total_loss 8.146 (9.286)	 Loss_sem 0.593 (0.595)	 Loss_pos 7.554 (8.691)	
train Epoch: [21][630/866]	 Time 0.952 (0.975)	 Data 0.642 (0.663)	 Total_loss 5.928 (9.308)	 Loss_sem 0.552 (0.595)	 Loss_pos 5.377 (8.712)	
train Epoch: [21][640/866]	 Time 1.107 (0.975)	 Data 0.782 (0.663)	 Total_loss 7.452 (9.278)	 Loss_sem 0.553 (0.595)	 Loss_pos 6.899 (8.683)	
train Epoch: [21][650/866]	 Time 0.936 (0.975)	 Data 0.629 (0.663)	 Total_loss 10.082 (9.261)	 Loss_sem 0.547 (0.595)	 Loss_pos 9.535 (8.666)	
train Epoch: [21][660/866]	 Time 0.997 (0.975)	 Data 0.700 (0.663)	 Total_loss 14.848 (9.267)	 Loss_sem 0.565 (0.595)	 Loss_pos 14.283 (8.673)	
train Epoch: [21][670/866]	 Time 1.110 (0.975)	 Data 0.803 (0.663)	 Total_loss 6.377 (9.251)	 Loss_sem 0.558 (0.595)	 Loss_pos 5.819 (8.657)	
train Epoch: [21][680/866]	 Time 0.933 (0.975)	 Data 0.604 (0.663)	 Total_loss 12.397 (9.255)	 Loss_sem 0.605 (0.594)	 Loss_pos 11.793 (8.661)	
train Epoch: [21][690/866]	 Time 1.146 (0.975)	 Data 0.830 (0.663)	 Total_loss 10.846 (9.261)	 Loss_sem 0.587 (0.594)	 Loss_pos 10.259 (8.667)	
train Epoch: [21][700/866]	 Time 1.037 (0.975)	 Data 0.733 (0.664)	 Total_loss 12.458 (9.259)	 Loss_sem 0.582 (0.594)	 Loss_pos 11.876 (8.665)	
train Epoch: [21][710/866]	 Time 0.929 (0.976)	 Data 0.629 (0.664)	 Total_loss 3.443 (9.240)	 Loss_sem 0.543 (0.594)	 Loss_pos 2.900 (8.646)	
train Epoch: [21][720/866]	 Time 1.037 (0.976)	 Data 0.690 (0.664)	 Total_loss 9.272 (9.272)	 Loss_sem 0.652 (0.594)	 Loss_pos 8.620 (8.679)	
train Epoch: [21][730/866]	 Time 0.881 (0.975)	 Data 0.567 (0.663)	 Total_loss 2.028 (9.263)	 Loss_sem 0.540 (0.594)	 Loss_pos 1.488 (8.670)	
train Epoch: [21][740/866]	 Time 0.835 (0.975)	 Data 0.505 (0.663)	 Total_loss 7.638 (9.261)	 Loss_sem 0.555 (0.594)	 Loss_pos 7.083 (8.667)	
train Epoch: [21][750/866]	 Time 0.968 (0.975)	 Data 0.664 (0.664)	 Total_loss 10.079 (9.245)	 Loss_sem 0.591 (0.594)	 Loss_pos 9.488 (8.652)	
train Epoch: [21][760/866]	 Time 0.856 (0.975)	 Data 0.569 (0.664)	 Total_loss 13.130 (9.242)	 Loss_sem 0.581 (0.594)	 Loss_pos 12.549 (8.649)	
train Epoch: [21][770/866]	 Time 0.743 (0.975)	 Data 0.447 (0.664)	 Total_loss 7.381 (9.238)	 Loss_sem 0.556 (0.594)	 Loss_pos 6.824 (8.645)	
train Epoch: [21][780/866]	 Time 0.878 (0.975)	 Data 0.589 (0.664)	 Total_loss 9.227 (9.268)	 Loss_sem 0.590 (0.594)	 Loss_pos 8.636 (8.674)	
train Epoch: [21][790/866]	 Time 1.102 (0.975)	 Data 0.742 (0.664)	 Total_loss 4.708 (9.272)	 Loss_sem 0.589 (0.594)	 Loss_pos 4.119 (8.678)	
train Epoch: [21][800/866]	 Time 0.921 (0.975)	 Data 0.619 (0.664)	 Total_loss 5.040 (9.280)	 Loss_sem 0.561 (0.594)	 Loss_pos 4.478 (8.686)	
train Epoch: [21][810/866]	 Time 0.729 (0.975)	 Data 0.423 (0.664)	 Total_loss 10.275 (9.269)	 Loss_sem 0.605 (0.593)	 Loss_pos 9.670 (8.676)	
train Epoch: [21][820/866]	 Time 0.948 (0.975)	 Data 0.646 (0.664)	 Total_loss 8.500 (9.270)	 Loss_sem 0.580 (0.593)	 Loss_pos 7.920 (8.677)	
train Epoch: [21][830/866]	 Time 1.137 (0.976)	 Data 0.851 (0.664)	 Total_loss 4.336 (9.242)	 Loss_sem 0.538 (0.593)	 Loss_pos 3.798 (8.649)	
train Epoch: [21][840/866]	 Time 0.897 (0.975)	 Data 0.619 (0.664)	 Total_loss 5.532 (9.250)	 Loss_sem 0.506 (0.593)	 Loss_pos 5.026 (8.657)	
train Epoch: [21][850/866]	 Time 0.913 (0.975)	 Data 0.607 (0.664)	 Total_loss 4.668 (9.235)	 Loss_sem 0.580 (0.593)	 Loss_pos 4.088 (8.642)	
train Epoch: [21][860/866]	 Time 0.624 (0.974)	 Data 0.345 (0.662)	 Total_loss 12.026 (9.244)	 Loss_sem 0.568 (0.593)	 Loss_pos 11.458 (8.652)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
val Epoch: [21][0/216]	 Time 4.350 (4.350)	 Data 4.237 (4.237)	 Total_loss 6.793 (6.793)	 Loss_sem 6.241 (6.241)	 Loss_pos 0.552 (0.552)	
val Epoch: [21][10/216]	 Time 1.050 (1.266)	 Data 0.796 (1.127)	 Total_loss 10.814 (9.617)	 Loss_sem 10.282 (9.056)	 Loss_pos 0.533 (0.561)	
val Epoch: [21][20/216]	 Time 0.991 (1.106)	 Data 0.880 (0.963)	 Total_loss 7.194 (10.107)	 Loss_sem 6.687 (9.540)	 Loss_pos 0.507 (0.567)	
val Epoch: [21][30/216]	 Time 0.975 (1.053)	 Data 0.877 (0.912)	 Total_loss 9.477 (9.524)	 Loss_sem 8.941 (8.959)	 Loss_pos 0.536 (0.565)	
val Epoch: [21][40/216]	 Time 1.022 (1.018)	 Data 0.858 (0.878)	 Total_loss 4.885 (9.216)	 Loss_sem 4.339 (8.640)	 Loss_pos 0.546 (0.575)	
val Epoch: [21][50/216]	 Time 0.664 (0.996)	 Data 0.575 (0.858)	 Total_loss 6.774 (9.122)	 Loss_sem 6.300 (8.547)	 Loss_pos 0.473 (0.575)	
val Epoch: [21][60/216]	 Time 0.960 (0.984)	 Data 0.853 (0.847)	 Total_loss 7.764 (9.156)	 Loss_sem 7.171 (8.586)	 Loss_pos 0.593 (0.570)	
val Epoch: [21][70/216]	 Time 1.035 (0.977)	 Data 0.792 (0.840)	 Total_loss 8.300 (9.371)	 Loss_sem 7.772 (8.802)	 Loss_pos 0.528 (0.570)	
val Epoch: [21][80/216]	 Time 0.813 (0.962)	 Data 0.724 (0.828)	 Total_loss 12.704 (9.273)	 Loss_sem 12.016 (8.703)	 Loss_pos 0.688 (0.570)	
val Epoch: [21][90/216]	 Time 0.894 (0.963)	 Data 0.750 (0.828)	 Total_loss 13.095 (9.393)	 Loss_sem 12.520 (8.823)	 Loss_pos 0.576 (0.570)	
val Epoch: [21][100/216]	 Time 0.984 (0.956)	 Data 0.841 (0.820)	 Total_loss 7.724 (9.185)	 Loss_sem 7.225 (8.616)	 Loss_pos 0.500 (0.569)	
val Epoch: [21][110/216]	 Time 0.648 (0.946)	 Data 0.498 (0.809)	 Total_loss 6.716 (9.068)	 Loss_sem 6.222 (8.502)	 Loss_pos 0.494 (0.566)	
val Epoch: [21][120/216]	 Time 1.100 (0.944)	 Data 0.960 (0.808)	 Total_loss 5.917 (9.046)	 Loss_sem 5.368 (8.479)	 Loss_pos 0.549 (0.567)	
val Epoch: [21][130/216]	 Time 0.931 (0.943)	 Data 0.754 (0.807)	 Total_loss 8.643 (9.100)	 Loss_sem 8.087 (8.534)	 Loss_pos 0.556 (0.566)	
val Epoch: [21][140/216]	 Time 0.937 (0.942)	 Data 0.827 (0.805)	 Total_loss 10.098 (9.045)	 Loss_sem 9.516 (8.480)	 Loss_pos 0.582 (0.565)	
val Epoch: [21][150/216]	 Time 1.097 (0.937)	 Data 0.961 (0.800)	 Total_loss 4.934 (8.982)	 Loss_sem 4.494 (8.418)	 Loss_pos 0.440 (0.565)	
val Epoch: [21][160/216]	 Time 1.230 (0.938)	 Data 1.107 (0.801)	 Total_loss 5.541 (8.969)	 Loss_sem 4.992 (8.406)	 Loss_pos 0.549 (0.563)	
val Epoch: [21][170/216]	 Time 0.810 (0.933)	 Data 0.668 (0.796)	 Total_loss 6.013 (8.910)	 Loss_sem 5.446 (8.348)	 Loss_pos 0.567 (0.562)	
val Epoch: [21][180/216]	 Time 0.975 (0.931)	 Data 0.859 (0.795)	 Total_loss 9.742 (8.893)	 Loss_sem 9.163 (8.331)	 Loss_pos 0.579 (0.562)	
val Epoch: [21][190/216]	 Time 0.751 (0.931)	 Data 0.578 (0.793)	 Total_loss 6.370 (8.821)	 Loss_sem 5.833 (8.259)	 Loss_pos 0.537 (0.561)	
val Epoch: [21][200/216]	 Time 0.957 (0.929)	 Data 0.768 (0.792)	 Total_loss 11.554 (8.865)	 Loss_sem 11.007 (8.303)	 Loss_pos 0.548 (0.562)	
val Epoch: [21][210/216]	 Time 0.438 (0.926)	 Data 0.349 (0.788)	 Total_loss 10.757 (8.882)	 Loss_sem 10.185 (8.320)	 Loss_pos 0.572 (0.562)	
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
[W pthreadpool-cpp.cc:90] Warning: Leaking Caffe2 thread-pool after fork. (function pthreadpool)
train Epoch: [22][0/866]	 Time 4.749 (4.749)	 Data 4.409 (4.409)	 Total_loss 8.409 (8.409)	 Loss_sem 0.597 (0.597)	 Loss_pos 7.813 (7.813)	
train Epoch: [22][10/866]	 Time 0.753 (1.413)	 Data 0.436 (1.085)	 Total_loss 4.901 (9.138)	 Loss_sem 0.547 (0.582)	 Loss_pos 4.354 (8.556)	
train Epoch: [22][20/866]	 Time 1.132 (1.220)	 Data 0.812 (0.902)	 Total_loss 3.729 (9.172)	 Loss_sem 0.594 (0.593)	 Loss_pos 3.135 (8.579)	
train Epoch: [22][30/866]	 Time 0.776 (1.134)	 Data 0.498 (0.822)	 Total_loss 4.507 (8.509)	 Loss_sem 0.582 (0.593)	 Loss_pos 3.925 (7.916)	
train Epoch: [22][40/866]	 Time 0.974 (1.097)	 Data 0.689 (0.784)	 Total_loss 13.307 (8.991)	 Loss_sem 0.592 (0.594)	 Loss_pos 12.715 (8.397)	
train Epoch: [22][50/866]	 Time 1.239 (1.078)	 Data 0.919 (0.766)	 Total_loss 11.969 (9.096)	 Loss_sem 0.559 (0.592)	 Loss_pos 11.410 (8.504)	
train Epoch: [22][60/866]	 Time 1.091 (1.059)	 Data 0.768 (0.746)	 Total_loss 9.158 (9.099)	 Loss_sem 0.568 (0.591)	 Loss_pos 8.590 (8.508)	
train Epoch: [22][70/866]	 Time 0.845 (1.043)	 Data 0.558 (0.732)	 Total_loss 8.821 (9.121)	 Loss_sem 0.571 (0.591)	 Loss_pos 8.250 (8.530)	
train Epoch: [22][80/866]	 Time 0.868 (1.035)	 Data 0.580 (0.724)	 Total_loss 5.542 (9.005)	 Loss_sem 0.549 (0.591)	 Loss_pos 4.992 (8.414)	
train Epoch: [22][90/866]	 Time 1.159 (1.034)	 Data 0.882 (0.724)	 Total_loss 5.382 (9.063)	 Loss_sem 0.559 (0.592)	 Loss_pos 4.823 (8.471)	
train Epoch: [22][100/866]	 Time 1.171 (1.030)	 Data 0.835 (0.721)	 Total_loss 7.812 (9.122)	 Loss_sem 0.561 (0.592)	 Loss_pos 7.251 (8.530)	
train Epoch: [22][110/866]	 Time 0.656 (1.023)	 Data 0.344 (0.714)	 Total_loss 4.187 (9.099)	 Loss_sem 0.541 (0.592)	 Loss_pos 3.646 (8.507)	
train Epoch: [22][120/866]	 Time 1.282 (1.024)	 Data 0.991 (0.715)	 Total_loss 12.251 (9.217)	 Loss_sem 0.606 (0.592)	 Loss_pos 11.646 (8.625)	
train Epoch: [22][130/866]	 Time 0.711 (1.018)	 Data 0.435 (0.710)	 Total_loss 14.894 (9.213)	 Loss_sem 0.613 (0.591)	 Loss_pos 14.281 (8.621)	
train Epoch: [22][140/866]	 Time 0.959 (1.016)	 Data 0.634 (0.708)	 Total_loss 6.934 (9.086)	 Loss_sem 0.599 (0.590)	 Loss_pos 6.336 (8.496)	
train Epoch: [22][150/866]	 Time 0.878 (1.016)	 Data 0.594 (0.708)	 Total_loss 15.200 (9.309)	 Loss_sem 0.646 (0.591)	 Loss_pos 14.554 (8.718)	
train Epoch: [22][160/866]	 Time 0.952 (1.012)	 Data 0.657 (0.706)	 Total_loss 6.932 (9.279)	 Loss_sem 0.544 (0.591)	 Loss_pos 6.389 (8.688)	
train Epoch: [22][170/866]	 Time 0.876 (1.009)	 Data 0.596 (0.703)	 Total_loss 9.148 (9.221)	 Loss_sem 0.597 (0.590)	 Loss_pos 8.552 (8.631)	
train Epoch: [22][180/866]	 Time 0.865 (1.009)	 Data 0.589 (0.702)	 Total_loss 6.137 (9.205)	 Loss_sem 0.600 (0.591)	 Loss_pos 5.536 (8.614)	
train Epoch: [22][190/866]	 Time 0.917 (1.007)	 Data 0.640 (0.701)	 Total_loss 17.292 (9.446)	 Loss_sem 0.623 (0.591)	 Loss_pos 16.669 (8.855)	
train Epoch: [22][200/866]	 Time 0.983 (1.005)	 Data 0.691 (0.698)	 Total_loss 10.523 (9.376)	 Loss_sem 0.599 (0.591)	 Loss_pos 9.924 (8.785)	
train Epoch: [22][210/866]	 Time 0.984 (1.006)	 Data 0.705 (0.700)	 Total_loss 14.315 (9.451)	 Loss_sem 0.652 (0.592)	 Loss_pos 13.662 (8.859)	
train Epoch: [22][220/866]	 Time 1.068 (1.005)	 Data 0.784 (0.698)	 Total_loss 6.111 (9.496)	 Loss_sem 0.587 (0.592)	 Loss_pos 5.524 (8.903)	
train Epoch: [22][230/866]	 Time 1.013 (1.003)	 Data 0.697 (0.696)	 Total_loss 7.191 (9.464)	 Loss_sem 0.565 (0.591)	 Loss_pos 6.626 (8.872)	
train Epoch: [22][240/866]	 Time 0.967 (1.002)	 Data 0.619 (0.696)	 Total_loss 14.229 (9.505)	 Loss_sem 0.569 (0.592)	 Loss_pos 13.659 (8.914)	
train Epoch: [22][250/866]	 Time 1.107 (1.002)	 Data 0.793 (0.696)	 Total_loss 17.086 (9.563)	 Loss_sem 0.644 (0.593)	 Loss_pos 16.442 (8.970)	
train Epoch: [22][260/866]	 Time 0.802 (1.001)	 Data 0.507 (0.694)	 Total_loss 4.973 (9.510)	 Loss_sem 0.571 (0.592)	 Loss_pos 4.402 (8.919)	
train Epoch: [22][270/866]	 Time 0.902 (0.998)	 Data 0.531 (0.691)	 Total_loss 5.735 (9.520)	 Loss_sem 0.628 (0.591)	 Loss_pos 5.107 (8.928)	
train Epoch: [22][280/866]	 Time 1.078 (0.999)	 Data 0.776 (0.692)	 Total_loss 8.497 (9.509)	 Loss_sem 0.570 (0.591)	 Loss_pos 7.926 (8.917)	
train Epoch: [22][290/866]	 Time 0.812 (0.998)	 Data 0.481 (0.691)	 Total_loss 14.597 (9.583)	 Loss_sem 0.681 (0.592)	 Loss_pos 13.916 (8.991)	
train Epoch: [22][300/866]	 Time 1.183 (0.997)	 Data 0.906 (0.689)	 Total_loss 5.431 (9.556)	 Loss_sem 0.593 (0.592)	 Loss_pos 4.837 (8.964)	
train Epoch: [22][310/866]	 Time 0.821 (0.995)	 Data 0.528 (0.687)	 Total_loss 4.512 (9.532)	 Loss_sem 0.580 (0.591)	 Loss_pos 3.932 (8.941)	
train Epoch: [22][320/866]	 Time 1.175 (0.995)	 Data 0.839 (0.687)	 Total_loss 6.649 (9.574)	 Loss_sem 0.534 (0.591)	 Loss_pos 6.116 (8.984)	
train Epoch: [22][330/866]	 Time 0.822 (0.994)	 Data 0.518 (0.686)	 Total_loss 8.888 (9.586)	 Loss_sem 0.609 (0.591)	 Loss_pos 8.279 (8.995)	
train Epoch: [22][340/866]	 Time 0.955 (0.994)	 Data 0.645 (0.686)	 Total_loss 6.529 (9.551)	 Loss_sem 0.546 (0.591)	 Loss_pos 5.983 (8.960)	
train Epoch: [22][350/866]	 Time 1.183 (0.994)	 Data 0.866 (0.686)	 Total_loss 8.307 (9.566)	 Loss_sem 0.618 (0.591)	 Loss_pos 7.689 (8.976)	
train Epoch: [22][360/866]	 Time 1.082 (0.992)	 Data 0.772 (0.684)	 Total_loss 8.319 (9.551)	 Loss_sem 0.546 (0.591)	 Loss_pos 7.773 (8.961)	
train Epoch: [22][370/866]	 Time 0.882 (0.991)	 Data 0.593 (0.683)	 Total_loss 5.540 (9.467)	 Loss_sem 0.646 (0.590)	 Loss_pos 4.894 (8.877)	
train Epoch: [22][380/866]	 Time 1.130 (0.991)	 Data 0.838 (0.683)	 Total_loss 6.702 (9.458)	 Loss_sem 0.560 (0.590)	 Loss_pos 6.142 (8.867)	
train Epoch: [22][390/866]	 Time 0.723 (0.991)	 Data 0.417 (0.683)	 Total_loss 14.601 (9.511)	 Loss_sem 0.651 (0.591)	 Loss_pos 13.951 (8.920)	
train Epoch: [22][400/866]	 Time 0.748 (0.990)	 Data 0.444 (0.682)	 Total_loss 7.490 (9.536)	 Loss_sem 0.584 (0.591)	 Loss_pos 6.906 (8.945)	
train Epoch: [22][410/866]	 Time 0.898 (0.990)	 Data 0.563 (0.682)	 Total_loss 9.331 (9.487)	 Loss_sem 0.625 (0.591)	 Loss_pos 8.706 (8.896)	
train Epoch: [22][420/866]	 Time 0.802 (0.988)	 Data 0.524 (0.680)	 Total_loss 7.327 (9.459)	 Loss_sem 0.633 (0.591)	 Loss_pos 6.694 (8.868)	
train Epoch: [22][430/866]	 Time 0.752 (0.988)	 Data 0.472 (0.681)	 Total_loss 9.691 (9.434)	 Loss_sem 0.573 (0.591)	 Loss_pos 9.118 (8.843)	
train Epoch: [22][440/866]	 Time 1.025 (0.987)	 Data 0.700 (0.679)	 Total_loss 6.787 (9.383)	 Loss_sem 0.559 (0.591)	 Loss_pos 6.229 (8.791)	
train Epoch: [22][450/866]	 Time 0.831 (0.987)	 Data 0.516 (0.679)	 Total_loss 8.249 (9.366)	 Loss_sem 0.557 (0.591)	 Loss_pos 7.693 (8.775)	
train Epoch: [22][460/866]	 Time 1.093 (0.986)	 Data 0.754 (0.678)	 Total_loss 5.697 (9.346)	 Loss_sem 0.543 (0.591)	 Loss_pos 5.153 (8.755)	
train Epoch: [22][470/866]	 Time 1.081 (0.986)	 Data 0.780 (0.678)	 Total_loss 8.459 (9.323)	 Loss_sem 0.609 (0.591)	 Loss_pos 7.850 (8.732)	
train Epoch: [22][480/866]	 Time 1.089 (0.986)	 Data 0.759 (0.678)	 Total_loss 13.671 (9.343)	 Loss_sem 0.614 (0.591)	 Loss_pos 13.057 (8.752)	
train Epoch: [22][490/866]	 Time 0.989 (0.986)	 Data 0.646 (0.677)	 Total_loss 4.723 (9.372)	 Loss_sem 0.582 (0.591)	 Loss_pos 4.141 (8.781)	
train Epoch: [22][500/866]	 Time 0.934 (0.986)	 Data 0.568 (0.677)	 Total_loss 5.209 (9.338)	 Loss_sem 0.571 (0.591)	 Loss_pos 4.638 (8.747)	
train Epoch: [22][510/866]	 Time 1.207 (0.985)	 Data 0.847 (0.677)	 Total_loss 7.302 (9.310)	 Loss_sem 0.573 (0.591)	 Loss_pos 6.729 (8.719)	
train Epoch: [22][520/866]	 Time 1.139 (0.985)	 Data 0.808 (0.677)	 Total_loss 6.830 (9.359)	 Loss_sem 0.559 (0.591)	 Loss_pos 6.271 (8.768)	
train Epoch: [22][530/866]	 Time 0.802 (0.985)	 Data 0.472 (0.676)	 Total_loss 9.684 (9.389)	 Loss_sem 0.640 (0.591)	 Loss_pos 9.043 (8.798)	
train Epoch: [22][540/866]	 Time 0.997 (0.985)	 Data 0.686 (0.676)	 Total_loss 7.985 (9.407)	 Loss_sem 0.606 (0.591)	 Loss_pos 7.379 (8.816)	
train Epoch: [22][550/866]	 Time 0.807 (0.984)	 Data 0.519 (0.675)	 Total_loss 9.183 (9.450)	 Loss_sem 0.615 (0.591)	 Loss_pos 8.568 (8.859)	
train Epoch: [22][560/866]	 Time 1.052 (0.984)	 Data 0.730 (0.675)	 Total_loss 12.666 (9.434)	 Loss_sem 0.544 (0.590)	 Loss_pos 12.121 (8.844)	
train Epoch: [22][570/866]	 Time 0.890 (0.984)	 Data 0.613 (0.675)	 Total_loss 3.279 (9.450)	 Loss_sem 0.605 (0.590)	 Loss_pos 2.674 (8.860)	
train Epoch: [22][580/866]	 Time 1.092 (0.984)	 Data 0.807 (0.675)	 Total_loss 11.614 (9.425)	 Loss_sem 0.540 (0.590)	 Loss_pos 11.074 (8.835)	
train Epoch: [22][590/866]	 Time 1.047 (0.983)	 Data 0.757 (0.675)	 Total_loss 4.624 (9.410)	 Loss_sem 0.499 (0.589)	 Loss_pos 4.125 (8.821)	
train Epoch: [22][600/866]	 Time 0.815 (0.983)	 Data 0.519 (0.674)	 Total_loss 9.307 (9.395)	 Loss_sem 0.567 (0.589)	 Loss_pos 8.740 (8.806)	
train Epoch: [22][610/866]	 Time 1.101 (0.983)	 Data 0.771 (0.675)	 Total_loss 12.752 (9.384)	 Loss_sem 0.590 (0.589)	 Loss_pos 12.163 (8.795)	
train Epoch: [22][620/866]	 Time 1.103 (0.983)	 Data 0.763 (0.675)	 Total_loss 7.001 (9.354)	 Loss_sem 0.541 (0.589)	 Loss_pos 6.460 (8.765)	
train Epoch: [22][630/866]	 Time 0.627 (0.982)	 Data 0.329 (0.674)	 Total_loss 2.997 (9.312)	 Loss_sem 0.495 (0.588)	 Loss_pos 2.503 (8.723)	
train Epoch: [22][640/866]	 Time 1.072 (0.983)	 Data 0.766 (0.674)	 Total_loss 7.816 (9.324)	 Loss_sem 0.635 (0.589)	 Loss_pos 7.181 (8.735)	
train Epoch: [22][650/866]	 Time 1.008 (0.983)	 Data 0.670 (0.674)	 Total_loss 5.021 (9.308)	 Loss_sem 0.567 (0.589)	 Loss_pos 4.454 (8.719)	
